hashed_project_id,run_id,product_id,platform_id,title,category,categories_flat,category_deepest_level,deepest_category_id,segment_name,initial_taxonomy_name,initial_taxonomy_definition,refined_taxonomy_name,refined_taxonomy_definition,taxonomy_stage
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1458,B07X47FBKL,"BESTTEN 10 Pack 3-Way Decorator Light Switch, 15A 120/277V, Single Pole or Three Way, Rocker Paddle Wall Switch, On/Off Rocker Interrupter, UL Listed, White 3 Way 10",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1524,B0CRKNXQF2,"THIRDREALITY Zigbee Smart Switch,Toggle/Rocker,No Wiring Needed.Hub Required, Compatible with Echo Devices with Zigbee Hub Built-in,Home Assistant,Hubitat,SmartThings,Homey 1",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Smart Hub Switches,Smart Hub Switches,"Smart switches requiring separate hubs for connectivity and automation, e.g. Zigbee switches, Z-Wave switches, hub-dependent smart switches",Smart Hub Switches,"Smart switches requiring separate hubs for connectivity and automation, e.g. Zigbee switches, Z-Wave switches, hub-dependent smart switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1501,B0C3V8TF28,"ELEGRP 3 Way Toggle Light Switch, 15 Amp, 120 V, Toggle Framed AC Quiet Switch, in Wall On/Off Switch Replacement, Self-Grounding, Residential and Commercial Grade, UL Listed (5 Pack, Glossy White) Without Wall Plate White 5",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Toggle Switches,Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,186,B0BY29HKMM,"3 Way Decorator Paddle Light Switch, Electrical Rocker Light Switch, Single Pole or Three Way, 3 Wire, 15A 120V/277V, UL Listed, White (20 Pack) 3 Way -Wall Plate Not Included 20",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Three Way Switches,Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",Three Way Switches,"Three-way switches that allow control of lights from multiple locations, e.g. 3-way decorator switches, three-way paddle switches, multi-location control switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1558,B0CKMTSTQ5,"Suraielec 3 Way Wireless Light Switch, Neutral Wire Required, Grounding, 15A High Power, 100ft Range, No Wiring No WiFi, Expandable Remote Control Light Switches for Lamp, Ceiling Light, Fan",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Wireless Remote Switches,Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",Wireless Remote Switches,"Battery-operated wireless switches with remote receivers requiring no hardwiring, e.g. RF remote switches, no-wiring wireless switches, remote control switch kits",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1914,B0D8TB7R38,"ELEGRP 4 Way Decorative Light Switch, 15Amp, 120-277 Volt, AC Decorator Rocker Paddle Wall Switch Replacement, Self-Grounding, Residential and Commercial Grade, UL Listed (5 Pack, Glossy White) Decorator Light Switch White 5",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Four Way Switches,Four Way Switches,"Four-way switches for controlling lights from three or more locations, e.g. 4-way decorator switches, 4-way paddle switches",Four Way Switches,"Four-way switches for controlling lights from three or more locations, e.g. 4-way decorator switches, 4-way paddle switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1924,B07V578PV8,"ENERLITES 4-Way Decorator Paddle Rocker Light Switch, Clamp Down Wiring, Grounding Screw, Residential Grade, 15A 120V/277V, UL Listed, 94150-W, White 4 Way White 1",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Four Way Switches,Four Way Switches,"Four-way switches for controlling lights from three or more locations, e.g. 4-way decorator switches, 4-way paddle switches",Four Way Switches,"Four-way switches for controlling lights from three or more locations, e.g. 4-way decorator switches, 4-way paddle switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,108,B07HPBP5Q2,"ENERLITES Toggle Light Switch, Single Pole, 15A 120-277V, Grounding Screw, Residential Grade, UL Listed, 88115-W-10PCS, White (10 Pack), 10 Count Switch White 10",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Toggle Switches,Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",Toggle Switches,"Traditional toggle-style light switches with flip lever operation, e.g. single pole toggle switches, toggle wall switches, lever-operated switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,1547,B07ZSF554H,"TREATLIFE 3 Way Smart Switch 4 Pack, 2.4GHz WiFi Smart Light Switch 3 Way Light Switch Works with Alexa, Google Home and SmartThings, Remote Control, FCC, Schedule, Neutral Wire Required",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Smart WiFi Switches,Smart WiFi Switches,"WiFi-enabled smart switches controllable via smartphone apps and voice assistants, e.g. WiFi smart switches, app-controlled switches, voice-activated switches",Smart WiFi Switches,"WiFi-enabled smart switches controllable via smartphone apps and voice assistants, e.g. WiFi smart switches, app-controlled switches, voice-activated switches",extraction
4f8b6d818aae68802dbe3920eb31ca7c41f76692,RUN_20250718T172122Z_e2bf,142,B07WS31L87,"BESTTEN 2 Pack Combination Toggle Light Switch and Duplex Receptacle Outlet, Single Pole Toggle Wall Switch, Grounded Outlet, Combo Style, 15 Amp, Wallplate Included, UL Listed, White",Light Switches,Industrial & Scientific > Tools & Home Improvement > Electrical > Switches & Dimmers > Wall Switches > Light Switches,5,6291358011,Combination Switch Outlets,Combination Switch Outlets,"Combination units featuring both light switch and electrical outlet functionality, e.g. switch-outlet combos, toggle-receptacle combinations",Combination Switch Outlets,"Combination units featuring both light switch and electrical outlet functionality, e.g. switch-outlet combos, toggle-receptacle combinations",extraction
